Class name,Start date DD/MM/YYYY,End date DD/MM/YYYY,Teacher 1,Teacher 2 (optional),Teacher 3 (optional),Teacher 4 (optional),Teacher 5 (optional),Teacher 6 (optional),Teacher 7 (optional),Teacher 8 (optional),Teacher 9 (optional),Teacher 10 (optional)
PerfClass_26082020124855_22,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_22@yopmail.com
PerfClass_26082020124855_23,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_23@yopmail.com
PerfClass_26082020124855_24,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_24@yopmail.com
PerfClass_26082020124855_25,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_25@yopmail.com
Class name,Start date DD/MM/YYYY,End date DD/MM/YYYY,Teacher 1,Teacher 2 (optional),Teacher 3 (optional),Teacher 4 (optional),Teacher 5 (optional),Teacher 6 (optional),Teacher 7 (optional),Teacher 8 (optional),Teacher 9 (optional),Teacher 10 (optional)
PerfClass_26082020124855_26,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_26@yopmail.com
PerfClass_26082020124855_27,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_27@yopmail.com
PerfClass_26082020124855_28,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_28@yopmail.com
PerfClass_26082020124855_29,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_29@yopmail.com
PerfClass_26082020124855_30,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_30@yopmail.com
PerfClass_26082020124855_31,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_31@yopmail.com
PerfClass_26082020124855_32,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_32@yopmail.com
PerfClass_26082020124855_33,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_33@yopmail.com
PerfClass_26082020124855_34,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_34@yopmail.com
PerfClass_26082020124855_35,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_35@yopmail.com
PerfClass_26082020124855_36,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_36@yopmail.com
PerfClass_26082020124855_37,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_37@yopmail.com
PerfClass_26082020124855_38,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_38@yopmail.com
PerfClass_26082020124855_39,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_39@yopmail.com
PerfClass_26082020124855_40,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_40@yopmail.com
PerfClass_26082020124855_41,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_41@yopmail.com
PerfClass_26082020124855_42,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_42@yopmail.com
PerfClass_26082020124855_43,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_43@yopmail.com
PerfClass_26082020124855_44,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_44@yopmail.com
PerfClass_26082020124855_45,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_45@yopmail.com
PerfClass_26082020124855_46,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_46@yopmail.com
PerfClass_26082020124855_47,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_47@yopmail.com
PerfClass_26082020124855_48,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_48@yopmail.com
PerfClass_26082020124855_49,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_49@yopmail.com
PerfClass_26082020124855_50,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_50@yopmail.com
Class name,Start date DD/MM/YYYY,End date DD/MM/YYYY,Teacher 1,Teacher 2 (optional),Teacher 3 (optional),Teacher 4 (optional),Teacher 5 (optional),Teacher 6 (optional),Teacher 7 (optional),Teacher 8 (optional),Teacher 9 (optional),Teacher 10 (optional)
PerfClass_26082020124855_51,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_51@yopmail.com
PerfClass_26082020124855_52,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_52@yopmail.com
PerfClass_26082020124855_53,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_53@yopmail.com
PerfClass_26082020124855_54,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_54@yopmail.com
PerfClass_26082020124855_55,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_55@yopmail.com
PerfClass_26082020124855_56,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_56@yopmail.com
PerfClass_26082020124855_57,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_57@yopmail.com
PerfClass_26082020124855_58,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_58@yopmail.com
PerfClass_26082020124855_59,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_59@yopmail.com
PerfClass_26082020124855_60,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_60@yopmail.com
PerfClass_26082020124855_61,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_61@yopmail.com
PerfClass_26082020124855_62,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_62@yopmail.com
PerfClass_26082020124855_63,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_63@yopmail.com
PerfClass_26082020124855_64,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_64@yopmail.com
PerfClass_26082020124855_65,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_65@yopmail.com
PerfClass_26082020124855_66,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_66@yopmail.com
PerfClass_26082020124855_67,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_67@yopmail.com
PerfClass_26082020124855_68,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_68@yopmail.com
PerfClass_26082020124855_69,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_69@yopmail.com
PerfClass_26082020124855_70,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_70@yopmail.com
PerfClass_26082020124855_71,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_71@yopmail.com
PerfClass_26082020124855_72,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_72@yopmail.com
PerfClass_26082020124855_73,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_73@yopmail.com
PerfClass_26082020124855_74,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_74@yopmail.com
PerfClass_26082020124855_75,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124855_75@yopmail.com
