Class name,Start date DD/MM/YYYY,End date DD/MM/YYYY,Teacher 1,Teacher 2 (optional),Teacher 3 (optional),Teacher 4 (optional),Teacher 5 (optional),Teacher 6 (optional),Teacher 7 (optional),Teacher 8 (optional),Teacher 9 (optional),Teacher 10 (optional)
PerfClass_26082020124942_43,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_43@yopmail.com
PerfClass_26082020124942_44,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_44@yopmail.com
PerfClass_26082020124942_45,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_45@yopmail.com
PerfClass_26082020124942_46,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_46@yopmail.com
PerfClass_26082020124942_47,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_47@yopmail.com
PerfClass_26082020124942_48,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_48@yopmail.com
PerfClass_26082020124942_49,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_49@yopmail.com
PerfClass_26082020124942_50,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_50@yopmail.com
Class name,Start date DD/MM/YYYY,End date DD/MM/YYYY,Teacher 1,Teacher 2 (optional),Teacher 3 (optional),Teacher 4 (optional),Teacher 5 (optional),Teacher 6 (optional),Teacher 7 (optional),Teacher 8 (optional),Teacher 9 (optional),Teacher 10 (optional)
PerfClass_26082020124942_51,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_51@yopmail.com
PerfClass_26082020124942_52,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_52@yopmail.com
PerfClass_26082020124942_53,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_53@yopmail.com
PerfClass_26082020124942_54,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_54@yopmail.com
PerfClass_26082020124942_55,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_55@yopmail.com
PerfClass_26082020124942_56,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_56@yopmail.com
PerfClass_26082020124942_57,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_57@yopmail.com
PerfClass_26082020124942_58,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_58@yopmail.com
PerfClass_26082020124942_59,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_59@yopmail.com
PerfClass_26082020124942_60,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_60@yopmail.com
PerfClass_26082020124942_61,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_61@yopmail.com
PerfClass_26082020124942_62,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_62@yopmail.com
PerfClass_26082020124942_63,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_63@yopmail.com
PerfClass_26082020124942_64,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_64@yopmail.com
PerfClass_26082020124942_65,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_65@yopmail.com
PerfClass_26082020124942_66,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_66@yopmail.com
PerfClass_26082020124942_67,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_67@yopmail.com
PerfClass_26082020124942_68,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_68@yopmail.com
PerfClass_26082020124942_69,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_69@yopmail.com
PerfClass_26082020124942_70,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_70@yopmail.com
PerfClass_26082020124942_71,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_71@yopmail.com
PerfClass_26082020124942_72,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_72@yopmail.com
PerfClass_26082020124942_73,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_73@yopmail.com
PerfClass_26082020124942_74,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_74@yopmail.com
PerfClass_26082020124942_75,27/08/2020,26/08/2021,demo_teacher_l1@yopmail.com,dt_26082020124942_75@yopmail.com
